AAA,ZZZi,AEl,s,Mass,dMass,FirstExc,NNNi,DeltaZ,DeltaN
50,19,50K,m,-25556,8,,31,1.0,3.0
51,19,51K,,-22515,13,,32,1.0,4.0
47,19,47K,,-35712,1.4,360.0,28,1.0,0.0
42,19,42K,i,-28570,100,106.82600000000001,23,1.0,3.0
33,19,33K,,  7540.0, 200.0,,14,1.0,6.0
37,19,37K,,-24800.2,0.09,1370.85,18,1.0,2.0
38,19,38K,,-28800.76,0.2,130.22,19,1.0,1.0
58,19,58K,, 21930.0, 700.0,,39,1.0,11.0
37,19,37K,i,-19749.9,0.8,,18,1.0,2.0
40,19,40K,i,-29151.5,0.3,29.8299,21,1.0,1.0
42,19,42K,,-35022.03,0.11,,23,1.0,3.0
31,19,31K,, 34260.0, 300.0,,12,1.0,4.0
40,19,40K,m,-31891.86,0.06,,21,1.0,1.0
40,19,40K,,-33535.5,0.06,,21,1.0,1.0
41,19,41K,,-35559.549,0.004,980.4760000000001,22,1.0,2.0
41,19,41K,i,-27210,15,,22,1.0,2.0
38,19,38K,m,-28670.61,0.2,,19,1.0,1.0
36,19,36K,i,-13134.5,2.4,810.0,17,1.0,3.0
57,19,57K,, 14130.0, 600.0,,38,1.0,10.0
39,19,39K,,-33807.195,0.005,2522.75,20,1.0,0.0
32,19,32K,, 21990.0, 400.0,,13,1.0,5.0
56,19,56K,,  7980.0, 600.0,,37,1.0,9.0
35,19,35K,i,-2110,40,1553.0,16,1.0,4.0
35,19,35K,,-11172.9,0.5,,16,1.0,4.0
32,19,32K,m, 22940.0, 410.0,,13,1.0,5.0
59,19,59K,, 28750.0, 800.0,,40,1.0,10.0
39,19,39K,i,-27260.8,1.9,,20,1.0,0.0
34,19,34K,, -1220.0, 200.0,,15,1.0,5.0
36,19,36K,,-17417.2,0.3,,17,1.0,3.0
38,19,38K,n,-25342.66,0.26,,19,1.0,1.0
50,20,50Ca,,-39589.2,1.6,1026.72,30,0.0,2.0
60,20,60Ca,, 11000.0, 700.0,,40,0.0,10.0
49,20,49Ca,,-41300,0.18,2023.2,29,0.0,1.0
42,20,42Ca,,-38547.29,0.15,1524.71,22,0.0,2.0
61,20,61Ca,, 19010.0, 800.0,,41,0.0,9.0
37,20,37Ca,,-13136.1,0.6,1606.4,17,0.0,3.0
45,20,45Ca,,-40812.2,0.4,174.25,25,0.0,3.0
48,20,48Ca,,-44224.868,0.018,3831.96,28,0.0,0.0
36,20,36Ca,,-6450,40,3045.0,16,0.0,4.0
47,20,47Ca,,-42344.7,2.2,2013.53,27,0.0,1.0
35,20,35Ca,,  5190.0, 200.0,,15,0.0,5.0
34,20,34Ca,, 14890.0, 300.0,,14,0.0,6.0
46,20,46Ca,,-43139.6,2.2,1346.0,26,0.0,2.0
38,20,38Ca,,-22058.5,0.19,2213.2,18,0.0,2.0
39,20,39Ca,i,-20917.0,   9.0,2466.9,19,0.0,1.0
39,20,39Ca,,-27282.7,0.6,,19,0.0,1.0
44,20,44Ca,,-41468.7,0.3,1157.019,24,0.0,4.0
42,20,42Ca,i,-28797,10,,22,0.0,2.0
55,20,55Ca,,-18650,160,,35,0.0,7.0
54,20,54Ca,,-25160,50,2043.0,34,0.0,6.0
56,20,56Ca,,-13510,250,,36,0.0,8.0
41,20,41Ca,i,-29320.8,0.5,1942.88,21,0.0,1.0
41,20,41Ca,,-35137.91,0.14,,21,0.0,1.0
33,20,33Ca,, 31030.0, 400.0,,13,0.0,5.0
43,20,43Ca,,-38408.87,0.23,372.76199999999994,23,0.0,3.0
43,20,43Ca,i,-30414,14,,23,0.0,3.0
44,20,44Ca,i,-29619,10,,24,0.0,4.0
53,20,53Ca,,-29390,40,1746.0,33,0.0,5.0
58,20,58Ca,, -1530.0, 500.0,,38,0.0,10.0
52,20,52Ca,,-34266.3,0.7,2563.0,32,0.0,4.0
57,20,57Ca,, -6560.0, 400.0,,37,0.0,9.0
59,20,59Ca,,  5810.0, 600.0,,39,0.0,11.0
40,20,40Ca,i,-27188.22,0.05,3352.62,20,0.0,0.0
40,20,40Ca,,-34846.402,0.02,,20,0.0,0.0
51,20,51Ca,,-36332.3,0.5,1240.0,31,0.0,3.0
40,20,40Ca,j,-22858.4,1,,20,0.0,0.0
52,21,52Sc,,-40524,3,,31,1.0,3.0
50,21,50Sc,m,-44280.2,2.5,256.895,29,1.0,1.0
55,21,55Sc,,-30840,60,,34,1.0,6.0
54,21,54Sc,m,-34328,14,110.0,33,1.0,5.0
54,21,54Sc,,-34438,14,,33,1.0,5.0
50,21,50Sc,,-44537.1,2.5,,29,1.0,1.0
58,21,58Sc,m,-14060,190,,37,1.0,9.0
63,21,63Sc,, 13070.0, 700.0,,42,1.0,8.0
56,21,56Sc,m,-25520.0, 280.0,,35,1.0,7.0
56,21,56Sc,n,-24750,260,,35,1.0,7.0
47,21,47Sc,m,-43570,1.9,766.83,26,1.0,2.0
58,21,58Sc,,-15480,190,,37,1.0,9.0
59,21,59Sc,,-10830,250,,38,1.0,10.0
62,21,62Sc,,  7310.0, 600.0,,41,1.0,9.0
60,21,60Sc,, -4550.0, 500.0,,39,1.0,11.0
48,21,48Sc,,-44504,5,130.93,27,1.0,1.0
49,21,49Sc,,-46562.4,2.3,2228.63,28,1.0,0.0
51,21,51Sc,,-43250.4,2.5,861.62,30,1.0,2.0
53,21,53Sc,,-38770,18,2109.0,32,1.0,4.0
61,21,61Sc,,   500.0, 600.0,,40,1.0,10.0
47,21,47Sc,,-44336.8,1.9,,26,1.0,2.0
57,21,57Sc,,-21380,180,,36,1.0,8.0
56,21,56Sc,,-25520,260,,35,1.0,7.0
38,21,38Sc,, -4250.0, 200.0,,17,1.0,3.0
45,21,45Sc,m,-41059.9,0.7,12.4,24,1.0,4.0
44,21,44Sc,,-37816,1.8,67.8679,23,1.0,3.0
44,21,44Sc,m,-37748.1,1.8,,23,1.0,3.0
41,21,41Sc,i,-22704,3,1716.48,20,1.0,0.0
41,21,41Sc,r,-25760.01,0.08,,20,1.0,0.0
46,21,46Sc,i,-36748,4,52.011,25,1.0,3.0
44,21,44Sc,n,-37669.8,1.8,,23,1.0,3.0
43,21,43Sc,i,-31956,3,151.79,22,1.0,2.0
45,21,45Sc,i,-34373,15,,24,1.0,4.0
43,21,43Sc,n,-33064.4,1.9,,22,1.0,2.0
41,21,41Sc,,-28642.36,0.08,,20,1.0,0.0
42,21,42Sc,r,-26044.8,0.16,611.0509999999999,21,1.0,1.0
43,21,43Sc,m,-36036.3,1.9,,22,1.0,2.0
43,21,43Sc,,-36188.1,1.9,,22,1.0,2.0
45,21,45Sc,,-41072.3,0.7,,24,1.0,4.0
40,21,40Sc,i,-16164,6,34.3,19,1.0,1.0
38,21,38Sc,m, -3580.0, 220.0,,17,1.0,3.0
40,21,40Sc,,-20523.4,2.8,,19,1.0,1.0
37,21,37Sc,,  3780.0, 300.0,,16,1.0,4.0
44,21,44Sc,p,-37544.8,1.8,,23,1.0,3.0
36,21,36Sc,, 16150.0, 300.0,,15,1.0,5.0
35,21,35Sc,, 27100.0, 400.0,,14,1.0,6.0
44,21,44Sc,i,-35038.3,2.5,,23,1.0,3.0
46,21,46Sc,m,-41709.6,0.7,,25,1.0,3.0
46,21,46Sc,n,-41619.1,0.7,,25,1.0,3.0
42,21,42Sc,,-32121,0.15,,21,1.0,1.0
42,21,42Sc,m,-31504.19,0.16,,21,1.0,1.0
39,21,39Sc,i,-5050,40,950.0,18,1.0,2.0
46,21,46Sc,,-41761.6,0.7,,25,1.0,3.0
39,21,39Sc,,-14173,24,,18,1.0,2.0
39,22,39Ti,,  2500.0, 200.0,,17,2.0,3.0
60,22,60Ti,,-22100,240,850.0,38,2.0,10.0
53,22,53Ti,,-46881.4,2.9,1237.06,31,2.0,3.0
50,22,50Ti,,-51431.87,0.08,1553.7939999999999,28,2.0,0.0
37,22,37Ti,, 25170.0, 400.0,,15,2.0,5.0
43,22,43Ti,,-29316,6,313.0,21,2.0,1.0
44,22,44Ti,,-37548.6,0.7,1083.06,22,2.0,2.0
52,22,52Ti,,-49477.7,2.7,1050.06,30,2.0,2.0
61,22,61Ti,n,-15670.0, 300.0,125.0,39,2.0,11.0
44,22,44Ti,i,-30942.2,0.9,,22,2.0,2.0
44,22,44Ti,j,-28210.6,2.1,,22,2.0,2.0
61,22,61Ti,m,-16250.0, 300.0,,39,2.0,11.0
61,22,61Ti,,-16370.0, 300.0,,39,2.0,11.0
49,22,49Ti,,-48564.01,0.08,1381.773,27,2.0,1.0
58,22,58Ti,,-30920,180,1047.0,36,2.0,8.0
46,22,46Ti,,-44128.27,0.09,889.2860000000001,24,2.0,4.0
57,22,57Ti,,-34400,210,,35,2.0,7.0
46,22,46Ti,i,-34962,7,,24,2.0,4.0
46,22,46Ti,j,-29977,6,,24,2.0,4.0
62,22,62Ti,,-12200.0, 400.0,,40,2.0,10.0
51,22,51Ti,,-49733,0.5,1166.7,29,2.0,1.0
55,22,55Ti,,-41832,29,592.0,33,2.0,5.0
38,22,38Ti,, 11370.0, 300.0,,16,2.0,4.0
59,22,59Ti,,-25880.0, 300.0,113.3,37,2.0,9.0
59,22,59Ti,m,-25770.0, 300.0,,37,2.0,9.0
63,22,63Ti,, -5860.0, 500.0,,41,2.0,9.0
40,22,40Ti,,-8990,70,,18,2.0,2.0
47,22,47Ti,,-44937.61,0.08,159.371,25,2.0,3.0
47,22,47Ti,i,-37588.6,0.7,,25,2.0,3.0
43,22,43Ti,m,-29003,6,,21,2.0,1.0
48,22,48Ti,i,-37767,6,983.5310000000001,26,2.0,2.0
64,22,64Ti,, -1480.0, 600.0,,42,2.0,8.0
54,22,54Ti,,-45744,16,1494.8,32,2.0,4.0
45,22,45Ti,i,-34291,3,36.53,23,2.0,3.0
45,22,45Ti,m,-38973.8,0.8,,23,2.0,3.0
45,22,45Ti,,-39010.3,0.8,,23,2.0,3.0
48,22,48Ti,,-48492.95,0.07,,26,2.0,2.0
42,22,42Ti,,-25104.35,0.27,1554.6,20,2.0,0.0
43,22,43Ti,i,-24610.0,  50.0,,21,2.0,1.0
56,22,56Ti,,-39420,100,1128.2,34,2.0,6.0
43,22,43Ti,n,-26250,6,,21,2.0,1.0
65,22,65Ti,,  5210.0, 700.0,,43,2.0,7.0
41,22,41Ti,,-15698,28,1623.0,19,2.0,1.0
43,23,43V,,-17920,40,8250.0,20,3.0,0.0
43,23,43V,i,-9705,15,,20,3.0,0.0
65,23,65V,,-12110.0, 500.0,,42,3.0,8.0
40,23,40V,, 12470.0, 300.0,,17,3.0,3.0
66,23,66V,, -6300.0, 500.0,,43,3.0,7.0
61,23,61V,,-30180,230,,38,3.0,10.0
53,23,53V,,-51852,3,127.6,30,3.0,2.0
56,23,56V,,-46180,180,,33,3.0,5.0
42,23,42V,, -7620.0, 200.0,,19,3.0,1.0
54,23,54V,,-49898,11,108.0,31,3.0,3.0
54,23,54V,m,-49790,11,,31,3.0,3.0
64,23,64V,m,-16240.0, 400.0,81.9,41,3.0,9.0
64,23,64V,,-16320.0, 400.0,,41,3.0,9.0
41,23,41V,,   310.0, 200.0,,18,3.0,2.0
63,23,63V,,-21740,340,,40,3.0,10.0
55,23,55V,,-49125,27,323.3,32,3.0,4.0
52,23,52V,,-51443.03,0.16,17.155,29,3.0,1.0
57,23,57V,,-44440,80,113.2,34,3.0,6.0
67,23,67V,, -1740.0, 600.0,,44,3.0,6.0
44,23,44V,,-23808,7,,21,3.0,1.0
49,23,49V,i,-41531,4,90.6392,26,3.0,2.0
44,23,44V,i,-21119,12,,21,3.0,1.0
39,23,39V,, 22570.0, 400.0,,16,3.0,4.0
47,23,47V,i,-37856.72,0.16,87.525,24,3.0,4.0
44,23,44V,m,-23537,5,,21,3.0,1.0
58,23,58V,,-40430,100,114.0,35,3.0,7.0
50,23,50V,,-49223.24,0.09,226.21,27,3.0,1.0
47,23,47V,,-42007.07,0.11,,24,3.0,4.0
50,23,50V,i,-44410.71,0.28,,27,3.0,1.0
45,23,45V,i,-27090,9,56.7,22,3.0,2.0
49,23,49V,,-47962.2,0.8,,26,3.0,2.0
45,23,45V,m,-31829.6,1.1,,22,3.0,2.0
44,23,44V,n,-23660.0, 100.0,,21,3.0,1.0
60,23,60V,,-33090,180,,37,3.0,9.0
60,23,60V,m,-33090.0, 230.0,,37,3.0,9.0
60,23,60V,n,-32890,180,,37,3.0,9.0
45,23,45V,,-31886.4,0.9,,22,3.0,2.0
62,23,62V,,-25210,260,,39,3.0,11.0
48,23,48V,,-44478,1,308.29,25,3.0,3.0
48,23,48V,i,-41459.16,0.23,,25,3.0,3.0
51,23,51V,,-52203.11,0.1,320.0835,28,3.0,0.0
46,23,46V,m,-36274.44,0.16,801.46,23,3.0,3.0
46,23,46V,,-37075.9,0.13,,23,3.0,3.0
59,23,59V,,-37610,140,,36,3.0,8.0
54,24,54Cr,,-56935.38,0.13,834.855,30,4.0,2.0
69,24,69Cr,, -9630.0, 500.0,,45,4.0,5.0
48,24,48Cr,,-42821,7,752.16,24,4.0,4.0
59,24,59Cr,m,-47613.2,1.3,207.4,35,4.0,7.0
70,24,70Cr,, -5640.0, 600.0,,46,4.0,4.0
65,24,65Cr,,-28310.0, 200.0,,41,4.0,9.0
47,24,47Cr,,-34563,5,99.1,23,4.0,3.0
42,24,42Cr,,  7060.0, 300.0,,18,4.0,2.0
63,24,63Cr,,-36180,70,,39,4.0,11.0
45,24,45Cr,,-19510,40,,21,4.0,1.0
45,24,45Cr,m,-19400,40,,21,4.0,1.0
59,24,59Cr,,-48115.9,0.7,,35,4.0,7.0
41,24,41Cr,, 20410.0, 400.0,,17,4.0,3.0
46,24,46Cr,i,-20328,13,892.16,22,4.0,2.0
46,24,46Cr,,-29472,11,,22,4.0,2.0
55,24,55Cr,,-55110.32,0.23,241.91,31,4.0,3.0
47,24,47Cr,j,-29803.0,  21.0,,23,4.0,3.0
48,24,48Cr,i,-37028,7,,24,4.0,4.0
62,24,62Cr,,-40853,3,446.0,38,4.0,10.0
48,24,48Cr,j,-34061,15,,24,4.0,4.0
57,24,57Cr,,-52525,1.9,267.87,33,4.0,5.0
51,24,51Cr,,-51450.71,0.17,749.1,27,4.0,1.0
43,24,43Cr,, -1970.0, 200.0,,19,4.0,1.0
60,24,60Cr,,-46908.5,1.1,643.9,36,4.0,8.0
67,24,67Cr,,-19270.0, 400.0,,43,4.0,7.0
50,24,50Cr,j,-37039,6,783.31,26,4.0,2.0
52,24,52Cr,,-55419.51,0.11,1434.0910000000001,28,4.0,0.0
52,24,52Cr,i,-44154.6,0.4,,28,4.0,0.0
50,24,50Cr,i,-41836,7,,26,4.0,2.0
50,24,50Cr,,-50261.36,0.09,,26,4.0,2.0
66,24,66Cr,,-25140.0, 300.0,386.0,42,4.0,8.0
64,24,64Cr,,-33640,300,429.0,40,4.0,10.0
68,24,68Cr,,-15690.0, 500.0,,44,4.0,6.0
49,24,49Cr,,-45332.4,2.2,271.72,25,4.0,3.0
44,24,44Cr,,-13420,50,,20,4.0,0.0
53,24,53Cr,,-55287.62,0.12,564.03,29,4.0,1.0
61,24,61Cr,,-42496.5,1.9,70.8,37,4.0,9.0
51,24,51Cr,i,-44838,5,,27,4.0,1.0
58,24,58Cr,,-51991.8,3,880.7,34,4.0,6.0
56,24,56Cr,,-55285.1,0.6,1006.61,32,4.0,4.0
49,24,49Cr,i,-40568,5,,25,4.0,3.0
60,25,60Mn,m,-52696,2.3,271.8,35,3.0,7.0
59,25,59Mn,,-55525.3,2.3,112.1,34,3.0,6.0
61,25,61Mn,,-51742.1,2.3,157.1,36,3.0,8.0
58,25,58Mn,,-55827.6,2.7,71.77,33,3.0,5.0
56,25,56Mn,,-56911.67,0.29,26.6045,31,3.0,3.0
58,25,58Mn,m,-55755.8,2.7,,33,3.0,5.0
57,25,57Mn,,-57486.3,1.5,83.19,32,3.0,4.0
60,25,60Mn,,-52967.9,2.3,,35,3.0,7.0
72,25,72Mn,,-11170.0, 600.0,,47,3.0,3.0
62,25,62Mn,m,-48181,2.6,,37,3.0,9.0
70,25,70Mn,,-20450.0, 500.0,,45,3.0,5.0
66,25,66Mn,,-36750,11,,41,3.0,9.0
52,25,52Mn,i,-47785,5,377.749,27,3.0,1.0
52,25,52Mn,m,-50333.64,0.13,,27,3.0,1.0
52,25,52Mn,,-50711.39,0.13,,27,3.0,1.0
66,25,66Mn,m,-36286,11,,41,3.0,9.0
44,25,44Mn,,  7460.0, 300.0,,19,3.0,1.0
50,25,50Mn,,-42626.89,0.12,225.28,25,3.0,3.0
62,25,62Mn,,-48524,7,,37,3.0,9.0
51,25,51Mn,i,-43792.6,1.5,237.3,26,3.0,2.0
51,25,51Mn,,-48243.2,0.3,,26,3.0,2.0
43,25,43Mn,, 17370.0, 400.0,,18,3.0,2.0
67,25,67Mn,,-33580.0, 200.0,,42,3.0,8.0
49,25,49Mn,,-37619.9,2.2,261.38,24,3.0,4.0
49,25,49Mn,i,-32803,18,,24,3.0,4.0
50,25,50Mn,m,-42401.57,0.11,,25,3.0,3.0
71,25,71Mn,,-16620.0, 500.0,,46,3.0,4.0
48,25,48Mn,,-29297,7,313.3,23,3.0,3.0
48,25,48Mn,i,-26260,7,,23,3.0,3.0
65,25,65Mn,,-40967,4,,40,3.0,10.0
46,25,46Mn,,-12420,90,5017.0,21,3.0,1.0
55,25,55Mn,,-57712.54,0.26,125.949,30,3.0,2.0
63,25,63Mn,,-46887,4,,38,3.0,10.0
46,25,46Mn,m,-12270.0, 140.0,,21,3.0,1.0
46,25,46Mn,i,-7390,50,,21,3.0,1.0
54,25,54Mn,i,-49411.9,2.8,54.88,29,3.0,1.0
54,25,54Mn,,-55558.2,1,,29,3.0,1.0
47,25,47Mn,i,-15191,17,6870.0,22,3.0,2.0
64,25,64Mn,,-42989,4,40.2,39,3.0,11.0
69,25,69Mn,,-25360.0, 400.0,,44,3.0,6.0
73,25,73Mn,, -6700.0, 600.0,,48,3.0,2.0
45,25,45Mn,, -4980.0, 300.0,,20,3.0,0.0
47,25,47Mn,,-22570,30,,22,3.0,2.0
53,25,53Mn,i,-47717,4,377.89,28,3.0,0.0
53,25,53Mn,,-54690.3,0.3,,28,3.0,0.0
64,25,64Mn,m,-42815,4,,39,3.0,11.0
68,25,68Mn,,-28920.0, 300.0,,43,3.0,7.0
69,26,69Fe,,-39200.0, 200.0,,43,2.0,7.0
68,26,68Fe,,-43900.0, 190.0,522.0,42,2.0,8.0
70,26,70Fe,,-36890.0, 300.0,480.0,44,2.0,6.0
71,26,71Fe,,-31930.0, 400.0,,45,2.0,5.0
67,26,67Fe,n,-45260.0, 100.0,367.0,41,2.0,9.0
62,26,62Fe,,-58878.1,2.8,877.31,36,2.0,8.0
63,26,63Fe,,-55636,4,,37,2.0,9.0
73,26,73Fe,,-23990.0, 500.0,,47,2.0,3.0
74,26,74Fe,,-20660.0, 500.0,,48,2.0,2.0
64,26,64Fe,,-54970,5,746.4,38,2.0,10.0
61,26,61Fe,m,-58058.8,2.6,206.92,35,2.0,7.0
61,26,61Fe,,-58920.5,2.6,,35,2.0,7.0
59,26,59Fe,,-60665,0.3,287.02299999999997,33,2.0,5.0
65,26,65Fe,,-51218,5,364.0,39,2.0,11.0
65,26,65Fe,n,-50820,5,,39,2.0,11.0
72,26,72Fe,,-29250.0, 500.0,,46,2.0,4.0
75,26,75Fe,,-14700.0, 600.0,,49,2.0,1.0
60,26,60Fe,,-61413,3,823.83,34,2.0,6.0
66,26,66Fe,,-50068,4,574.4,40,2.0,10.0
67,26,67Fe,,-45708,4,,41,2.0,9.0
67,26,67Fe,m,-45305,10,,41,2.0,9.0
65,26,65Fe,m,-50824,5,,39,2.0,11.0
76,26,76Fe,,-10590.0, 600.0,,50,2.0,0.0
58,26,58Fe,,-62155.3,0.3,810.7662,32,2.0,4.0
56,26,56Fe,i,-49103.5,0.4,846.7778,30,2.0,2.0
52,26,52Fe,m,-41371.43,0.29,849.45,26,2.0,2.0
57,26,57Fe,,-60182.02,0.27,14.4129,31,2.0,3.0
52,26,52Fe,i,-42677.6,0.4,,26,2.0,2.0
52,26,52Fe,j,-39776,6,,26,2.0,2.0
52,26,52Fe,,-48332.1,0.18,,26,2.0,2.0
55,26,55Fe,,-57481.4,0.3,411.42,29,2.0,1.0
48,26,48Fe,,-18010,90,969.5,22,2.0,2.0
55,26,55Fe,i,-49848,6,,29,2.0,1.0
47,26,47Fe,m, -6360.0, 510.0,,21,2.0,1.0
47,26,47Fe,, -7130.0, 500.0,,21,2.0,1.0
53,26,53Fe,,-50947.5,1.7,741.11,27,2.0,1.0
49,26,49Fe,,-24751,24,90.0,23,2.0,3.0
45,26,45Fe,, 14410.0, 280.0,,19,2.0,1.0
50,26,50Fe,i,-25999,10,764.9,24,2.0,4.0
50,26,50Fe,,-34476,8,,24,2.0,4.0
54,26,54Fe,,-56254.6,0.3,1408.19,28,2.0,0.0
54,26,54Fe,m,-49727.5,1.1,,28,2.0,0.0
54,26,54Fe,j,-41387,20,,28,2.0,0.0
53,26,53Fe,m,-47907.1,1.7,,27,2.0,1.0
46,26,46Fe,,  1210.0, 300.0,,20,2.0,0.0
56,26,56Fe,,-60607.16,0.27,,30,2.0,2.0
51,26,51Fe,,-40189.2,1.4,253.5,25,2.0,3.0
53,26,53Fe,i,-46698,3,,27,2.0,1.0
66,27,66Co,m,-56234,14,175.0,39,1.0,11.0
66,27,66Co,n,-55767,15,,39,1.0,11.0
66,27,66Co,,-56409,14,,39,1.0,11.0
51,27,51Co,i,-20674,18,,24,1.0,4.0
71,27,71Co,,-44370,470,,44,1.0,6.0
61,27,61Co,,-62898.2,0.8,1027.48,34,1.0,6.0
55,27,55Co,i,-49308.6,0.4,2165.89,28,1.0,0.0
74,27,74Co,,-33540.0, 400.0,,47,1.0,3.0
51,27,51Co,,-27340,50,,24,1.0,4.0
52,27,52Co,,-34344,5,370.0,25,1.0,3.0
62,27,62Co,,-61424,19,22.0,35,1.0,7.0
64,27,64Co,,-59792,20,107.0,37,1.0,9.0
64,27,64Co,m,-59686,4,,37,1.0,9.0
54,27,54Co,,-48010.1,0.4,197.1,27,1.0,1.0
73,27,73Co,,-37970.0, 300.0,,46,1.0,4.0
53,27,53Co,,-42659.4,1.7,1327.0,26,1.0,2.0
63,27,63Co,,-61852,19,995.05,36,1.0,8.0
55,27,55Co,,-54030,0.4,,28,1.0,0.0
54,27,54Co,m,-47812.5,0.4,,27,1.0,1.0
52,27,52Co,m,-33968,8,,25,1.0,3.0
65,27,65Co,,-59185.2,2.1,882.54,38,1.0,10.0
72,27,72Co,m,-40100.0, 360.0,,45,1.0,5.0
72,27,72Co,,-40300.0, 300.0,,45,1.0,5.0
53,27,53Co,i,-38334.4,2.6,,26,1.0,2.0
62,27,62Co,m,-61402,20,,35,1.0,7.0
52,27,52Co,i,-31420,8,,25,1.0,3.0
56,27,56Co,,-56040.5,0.5,158.38,29,1.0,1.0
77,27,77Co,,-21910.0, 600.0,,50,1.0,0.0
50,27,50Co,i,-12747,15,4835.0,23,1.0,3.0
76,27,76Co,n,-24920.0, 510.0,,49,1.0,1.0
57,27,57Co,,-59345.7,0.5,1223.98,30,1.0,2.0
57,27,57Co,i,-52092.3,0.4,,30,1.0,2.0
56,27,56Co,i,-52448,9,,29,1.0,1.0
68,27,68Co,m,-51490.0, 150.0,,41,1.0,9.0
68,27,68Co,n,-51450.0, 150.0,,41,1.0,9.0
76,27,76Co,m,-25560.0, 510.0,,49,1.0,1.0
48,27,48Co,,  1730.0, 500.0,,21,1.0,1.0
47,27,47Co,, 10620.0, 600.0,,20,1.0,0.0
59,27,59Co,,-62229.8,0.4,1099.256,32,1.0,4.0
76,27,76Co,,-25660.0, 500.0,,49,1.0,1.0
58,27,58Co,,-59847.3,1.2,24.95,31,1.0,3.0
58,27,58Co,m,-59822.4,1.2,,31,1.0,3.0
58,27,58Co,n,-59794.2,1.2,,31,1.0,3.0
58,27,58Co,i,-54095,8,,31,1.0,3.0
69,27,69Co,,-50390,90,,42,1.0,8.0
69,27,69Co,m,-50213,13,,42,1.0,8.0
60,27,60Co,,-61650.4,0.4,58.59,33,1.0,5.0
60,27,60Co,m,-61591.8,0.4,,33,1.0,5.0
68,27,68Co,,-51643,4,,41,1.0,9.0
70,27,70Co,,-46525,11,,43,1.0,7.0
50,27,50Co,,-17590,130,,23,1.0,3.0
67,27,67Co,,-55322,6,,40,1.0,10.0
78,27,78Co,,-15320.0, 700.0,,51,1.0,1.0
67,27,67Co,m,-54830,6,,40,1.0,10.0
75,27,75Co,,-30560.0, 400.0,,48,1.0,2.0
49,27,49Co,, -9780.0, 500.0,,22,1.0,2.0
53,27,53Co,m,-39485.1,1.9,,26,1.0,2.0
70,27,70Co,m,-46330.0, 200.0,,43,1.0,7.0
67,28,67Ni,m,-62736.1,2.9,694.1,39,0.0,11.0
69,28,69Ni,n,-57279,4,321.0,41,0.0,9.0
69,28,69Ni,m,-59658,4,,41,0.0,9.0
69,28,69Ni,,-59979,4,,41,0.0,9.0
48,28,48Ni,, 18180.0, 420.0,,20,0.0,0.0
49,28,49Ni,,  8530.0, 600.0,,21,0.0,1.0
50,28,50Ni,, -3460.0, 500.0,,22,0.0,2.0
64,28,64Ni,,-67099,0.5,1345.777,36,0.0,8.0
51,28,51Ni,,-11650.0, 500.0,,23,0.0,3.0
80,28,80Ni,,-23240.0, 600.0,,52,0.0,2.0
81,28,81Ni,,-16090.0, 700.0,,53,0.0,3.0
70,28,70Ni,,-59213.9,2.1,1259.55,42,0.0,8.0
71,28,71Ni,,-55406.2,2.2,280.5,43,0.0,7.0
52,28,52Ni,,-22560,80,1397.0,24,0.0,4.0
71,28,71Ni,m,-55406,2.3,,43,0.0,7.0
70,28,70Ni,m,-56353,2.1,,42,0.0,8.0
68,28,68Ni,n,-60615,3,1770.0,40,0.0,10.0
68,28,68Ni,m,-61860,3,,40,0.0,10.0
67,28,67Ni,,-63742.7,2.9,,39,0.0,11.0
65,28,65Ni,,-65125.8,0.5,63.37,37,0.0,9.0
68,28,68Ni,,-63463.8,3,,40,0.0,10.0
65,28,65Ni,m,-65062.4,0.5,,37,0.0,9.0
72,28,72Ni,,-54226.1,2.2,1096.0,44,0.0,6.0
82,28,82Ni,,-10720.0, 800.0,,54,0.0,4.0
66,28,66Ni,,-66006.3,1.4,1424.8,38,0.0,10.0
53,28,53Ni,,-29631,25,319.7,25,0.0,3.0
61,28,61Ni,,-64222,0.4,67.414,33,0.0,5.0
79,28,79Ni,,-28160.0, 500.0,,51,0.0,1.0
56,28,56Ni,p,-44172.1,1.9,2700.6,28,0.0,0.0
76,28,76Ni,,-42190.0, 300.0,992.0,48,0.0,2.0
60,28,60Ni,,-64473.2,0.4,1332.514,32,0.0,4.0
60,28,60Ni,i,-53347,4,,32,0.0,4.0
62,28,62Ni,,-66746.4,0.4,1172.98,34,0.0,6.0
57,28,57Ni,i,-50845.2,0.9,768.5,29,0.0,1.0
55,28,55Ni,,-45336,0.7,2089.0,27,0.0,1.0
74,28,74Ni,,-48700.0, 200.0,1024.0,46,0.0,4.0
75,28,75Ni,,-44240.0, 200.0,,47,0.0,3.0
76,28,76Ni,m,-39770.0, 300.0,,48,0.0,2.0
78,28,78Ni,,-34880.0, 400.0,,50,0.0,0.0
56,28,56Ni,j,-43964,4,,28,0.0,0.0
56,28,56Ni,i,-47475.7,0.8,,28,0.0,0.0
55,28,55Ni,i,-40737,1.2,,27,0.0,1.0
54,28,54Ni,m,-32821,5,1392.3,26,0.0,2.0
57,28,57Ni,,-56084,0.6,,29,0.0,1.0
56,28,56Ni,,-53907.6,0.4,,28,0.0,0.0
54,28,54Ni,,-39278,5,,26,0.0,2.0
58,28,58Ni,,-60228.9,0.3,1454.21,30,0.0,2.0
