AAA,ZZZi,AEl,Mass,dMass,FirstExc,NNNi,DeltaZ,DeltaN,Zshell,Nshell,DeltaSum,A^2/3,Z(Z-1)/A^1/3,(N-Z)^2/A,ZEO,NEO
211,81,211Tl,-6080,40,,130,1.0,4.0,,,5.0,35.44227874406976,1088.464295078541,11.37914691943128,1.0,0.0
213,81,213Tl,  2460.0, 300.0,,132,1.0,6.0,,,7.0,35.665890259784945,1085.0468022695143,12.211267605633802,1.0,0.0
213,81,213Tl,1784,27,,132,1.0,6.0,,,7.0,35.665890259784945,1085.0468022695143,12.211267605633802,1.0,0.0
218,81,218Tl, 23710.0, 400.0,,137,1.0,11.0,,,12.0,36.22188069037562,1076.687095750615,14.385321100917432,1.0,1.0
211,81,211Tl, -4840.0, 110.0,,130,1.0,4.0,,,5.0,35.44227874406976,1088.464295078541,11.37914691943128,1.0,0.0
217,81,217Tl, 18660.0, 400.0,,136,1.0,10.0,,,11.0,36.1110255531613,1078.3384589146785,13.940092165898617,1.0,0.0
216,81,216Tl, 14870.0, 300.0,,135,1.0,9.0,,,10.0,35.99999999999999,1080.0000000000002,13.5,1.0,1.0
192,81,192Tl,-25695,25,,111,1.0,15.0,,,16.0,33.28134116883046,1123.2452644480284,4.6875,1.0,1.0
192,81,192Tl,-25420,30,,111,1.0,15.0,,,16.0,33.28134116883046,1123.2452644480284,4.6875,1.0,1.0
192,81,192Tl,-25670,30,,111,1.0,15.0,,,16.0,33.28134116883046,1123.2452644480284,4.6875,1.0,1.0
192,81,192Tl,-25870,30,,111,1.0,15.0,,,16.0,33.28134116883046,1123.2452644480284,4.6875,1.0,1.0
194,81,194Tl,-26677,4,0.19207,113,1.0,13.0,,,14.0,33.51206218930888,1119.3719741583589,5.278350515463917,1.0,1.0
194,81,194Tl,-26937,14,,113,1.0,13.0,,,14.0,33.51206218930888,1119.3719741583589,5.278350515463917,1.0,1.0
186,81,186Tl,-19883,21,,105,1.0,21.0,,,22.0,32.584317547703584,1135.1955790812865,3.096774193548387,1.0,1.0
186,81,186Tl,-19860,30,,105,1.0,21.0,,,22.0,32.584317547703584,1135.1955790812865,3.096774193548387,1.0,1.0
186,81,186Tl,-19490,30,,105,1.0,21.0,,,22.0,32.584317547703584,1135.1955790812865,3.096774193548387,1.0,1.0
188,81,188Tl,-22040,40,,107,1.0,19.0,,,20.0,32.817480272024206,1131.155702993175,3.595744680851064,1.0,1.0
212,81,212Tl, -1550.0, 200.0,,131,1.0,5.0,,,6.0,35.55417239989791,1086.7501752421629,11.79245283018868,1.0,1.0
185,81,185Tl,-19303,21,0.184,104,1.0,22.0,,,23.0,32.46742297798574,1137.2373021478252,2.8594594594594596,1.0,0.0
185,81,185Tl,-19758,21,,104,1.0,22.0,,,23.0,32.46742297798574,1137.2373021478252,2.8594594594594596,1.0,0.0
188,81,188Tl,-22336,30,,107,1.0,19.0,,,20.0,32.817480272024206,1131.155702993175,3.595744680851064,1.0,1.0
187,81,187Tl,-22445,8,0.29933,106,1.0,20.0,,,21.0,32.70100281537152,1133.1684398053874,3.342245989304813,1.0,0.0
209,81,209Tl,-12417,6,0.32381,128,1.0,2.0,,,3.0,35.21795958518306,1091.9252541243363,10.569377990430622,1.0,0.0
190,81,190Tl,-24296,5,,109,1.0,17.0,,,18.0,33.0498176243004,1127.1727273971928,4.126315789473685,1.0,1.0
187,81,187Tl,-19863,8,,106,1.0,20.0,,,21.0,32.70100281537152,1133.1684398053874,3.342245989304813,1.0,0.0
187,81,187Tl,-20570.0,  50.0,,106,1.0,20.0,,,21.0,32.70100281537152,1133.1684398053874,3.342245989304813,1.0,0.0
187,81,187Tl,-22111,8,,106,1.0,20.0,,,21.0,32.70100281537152,1133.1684398053874,3.342245989304813,1.0,0.0
210,81,210Tl,-9247,12,0.0625,129,1.0,3.0,,,4.0,35.33020818053945,1090.1892809995034,10.971428571428572,1.0,1.0
210,81,210Tl, -8050.0, 200.0,,129,1.0,3.0,,,4.0,35.33020818053945,1090.1892809995034,10.971428571428572,1.0,1.0
209,81,209Tl,-13645,6,,128,1.0,2.0,,,3.0,35.21795958518306,1091.9252541243363,10.569377990430622,1.0,0.0
214,81,214Tl,  6470.0, 200.0,,133,1.0,7.0,,,8.0,35.77743342332243,1083.3540587996702,12.63551401869159,1.0,1.0
193,81,193Tl,-27477,7,0.36519999999999997,112,1.0,14.0,,,15.0,33.39680130004011,1121.3019296593782,4.979274611398964,1.0,0.0
190,81,190Tl,-24052,16,,109,1.0,17.0,,,18.0,33.0498176243004,1127.1727273971928,4.126315789473685,1.0,1.0
184,81,184Tl,-16430,30,,103,1.0,21.0,,,22.0,32.35031759636025,1139.2937936109483,2.630434782608696,1.0,1.0
184,81,184Tl,-16930,30,,103,1.0,21.0,,,22.0,32.35031759636025,1139.2937936109483,2.630434782608696,1.0,1.0
195,81,195Tl,-27672,11,0.38366,114,1.0,12.0,,,13.0,33.62712520483358,1117.4552375760086,5.584615384615384,1.0,0.0
195,81,195Tl,-28155,11,,114,1.0,12.0,,,13.0,33.62712520483358,1117.4552375760086,5.584615384615384,1.0,0.0
184,81,184Tl,-16883,10,,103,1.0,21.0,,,22.0,32.35031759636025,1139.2937936109483,2.630434782608696,1.0,1.0
215,81,215Tl, 10030.0, 300.0,,134,1.0,8.0,,,9.0,35.8888029781218,1081.67182929409,13.065116279069768,1.0,0.0
190,81,190Tl,-24366,7,,109,1.0,17.0,,,18.0,33.0498176243004,1127.1727273971928,4.126315789473685,1.0,1.0
193,81,193Tl,-27105,8,,112,1.0,14.0,,,15.0,33.39680130004011,1121.3019296593782,4.979274611398964,1.0,0.0
215,82,215Pb,4340,50,,133,0.0,7.0,,,7.0,35.8888029781218,1108.7136250264423,12.097674418604651,0.0,1.0
204,82,204Pb,-25109.8,1.1,0.899165,122,0.0,4.0,,,4.0,34.65400589606056,1128.293662557031,7.8431372549019605,0.0,0.0
192,82,192Pb,-22552,6,0.7688400000000001,110,0.0,16.0,,,16.0,33.28134116883046,1151.326396059229,4.083333333333333,0.0,0.0
204,82,204Pb,-22923.9,1.1,,122,0.0,4.0,,,4.0,34.65400589606056,1128.293662557031,7.8431372549019605,0.0,0.0
204,82,204Pb,-22845.4,1.1,,122,0.0,4.0,,,4.0,34.65400589606056,1128.293662557031,7.8431372549019605,0.0,0.0
200,82,200Pb,-26251,10,1.0266099999999998,118,0.0,8.0,,,8.0,34.19951893353393,1135.7660237826624,6.48,0.0,0.0
192,82,192Pb,-19971,6,,110,0.0,16.0,,,16.0,33.28134116883046,1151.326396059229,4.083333333333333,0.0,0.0
187,82,187Pb,-14987,5,0.033,105,0.0,21.0,,,21.0,32.70100281537152,1161.4976508005223,2.828877005347594,0.0,1.0
192,82,192Pb,-19927,6,,110,0.0,16.0,,,16.0,33.28134116883046,1151.326396059229,4.083333333333333,0.0,0.0
187,82,187Pb,-14968,11,,105,0.0,21.0,,,21.0,32.70100281537152,1161.4976508005223,2.828877005347594,0.0,1.0
192,82,192Pb,-19809,6,,110,0.0,16.0,,,16.0,33.28134116883046,1151.326396059229,4.083333333333333,0.0,0.0
200,82,200Pb,-23245,10,,118,0.0,8.0,,,8.0,34.19951893353393,1135.7660237826624,6.48,0.0,0.0
214,82,214Pb,-183,2,0.835,132,0.0,6.0,,,6.0,35.77743342332243,1110.4379102696619,11.682242990654206,0.0,0.0
214,82,214Pb,1237,20,,132,0.0,6.0,,,6.0,35.77743342332243,1110.4379102696619,11.682242990654206,0.0,0.0
200,82,200Pb,-24068,10,,118,0.0,8.0,,,8.0,34.19951893353393,1135.7660237826624,6.48,0.0,0.0
204,82,204Pb,-23835.7,1.1,,122,0.0,4.0,,,4.0,34.65400589606056,1128.293662557031,7.8431372549019605,0.0,0.0
183,82,183Pb,-7486,28,0.097,101,0.0,19.0,,,19.0,32.232999873805014,1169.8993724689233,1.9726775956284153,0.0,1.0
201,82,201Pb,-24642,14,0.0885,119,0.0,7.0,,,7.0,34.3134225418098,1133.8793657845808,6.810945273631841,0.0,1.0
188,82,188Pb,-17811,10,0.591,106,0.0,20.0,,,20.0,32.817480272024206,1159.4345955680044,3.0638297872340425,0.0,0.0
190,82,190Pb,-20417,13,0.658,108,0.0,18.0,,,18.0,33.0498176243004,1155.3520455821226,3.557894736842105,0.0,0.0
190,82,190Pb,-17802,13,,108,0.0,18.0,,,18.0,33.0498176243004,1155.3520455821226,3.557894736842105,0.0,0.0
190,82,190Pb,-17750.0,  50.0,,108,0.0,18.0,,,18.0,33.0498176243004,1155.3520455821226,3.557894736842105,0.0,0.0
190,82,190Pb,-17759,13,,108,0.0,18.0,,,18.0,33.0498176243004,1155.3520455821226,3.557894736842105,0.0,0.0
220,82,220Pb, 24130.0, 400.0,,138,0.0,12.0,,,12.0,36.44308387191581,1100.2498321693859,14.254545454545454,0.0,0.0
219,82,219Pb, 20620.0, 400.0,,137,0.0,11.0,,,11.0,36.33256645315319,1101.9219469490574,13.812785388127853,0.0,1.0
203,82,203Pb,-24786,7,0.1265,121,0.0,5.0,,,5.0,34.540664785434856,1130.1433276101397,7.4926108374384235,0.0,1.0
203,82,203Pb,-23961,7,,121,0.0,5.0,,,5.0,34.540664785434856,1130.1433276101397,7.4926108374384235,0.0,1.0
202,82,202Pb,-20640.0,  50.0,0.9606699999999999,120,0.0,6.0,,,6.0,34.42713741084797,1132.0051815982786,7.148514851485149,0.0,0.0
202,82,202Pb,-21800.0,  50.0,,120,0.0,6.0,,,6.0,34.42713741084797,1132.0051815982786,7.148514851485149,0.0,0.0
202,82,202Pb,-23771,4,,120,0.0,6.0,,,6.0,34.42713741084797,1132.0051815982786,7.148514851485149,0.0,0.0
202,82,202Pb,-25941,4,,120,0.0,6.0,,,6.0,34.42713741084797,1132.0051815982786,7.148514851485149,0.0,0.0
189,82,189Pb,-15369,15,0.04,107,0.0,19.0,,,19.0,32.93375139020674,1157.3861202844084,3.306878306878307,0.0,1.0
189,82,189Pb,-17804,14,,107,0.0,19.0,,,19.0,32.93375139020674,1157.3861202844084,3.306878306878307,0.0,1.0
178,82,178Pb,3573,23,,96,0.0,14.0,,,14.0,31.6431712450704,1180.7524910660543,1.101123595505618,0.0,0.0
189,82,189Pb,-17844,14,,107,0.0,19.0,,,19.0,32.93375139020674,1157.3861202844084,3.306878306878307,0.0,1.0
203,82,203Pb,-21837,7,,121,0.0,5.0,,,5.0,34.540664785434856,1130.1433276101397,7.4926108374384235,0.0,1.0
203,82,203Pb,-21820.0,  50.0,,121,0.0,5.0,,,5.0,34.540664785434856,1130.1433276101397,7.4926108374384235,0.0,1.0
191,82,191Pb,-20234,8,0.597,109,0.0,17.0,,,17.0,33.16568041084109,1153.3321952293536,3.816753926701571,0.0,1.0
191,82,191Pb,-17632,12,,109,0.0,17.0,,,17.0,33.16568041084109,1153.3321952293536,3.816753926701571,0.0,1.0
218,82,218Pb, 15630.0, 300.0,,136,0.0,10.0,,,10.0,36.22188069037562,1103.6042731443806,13.376146788990825,0.0,0.0
217,82,217Pb, 12260.0, 300.0,,135,0.0,9.0,,,9.0,36.1110255531613,1105.2969203875457,12.944700460829493,0.0,1.0
216,82,216Pb,  9020.0, 200.0,0.887,134,0.0,8.0,,,8.0,35.99999999999999,1107.0000000000002,12.518518518518519,0.0,0.0
216,82,216Pb,  7510.0, 200.0,,134,0.0,8.0,,,8.0,35.99999999999999,1107.0000000000002,12.518518518518519,0.0,0.0
201,82,201Pb,-22318,24,,119,0.0,7.0,,,7.0,34.3134225418098,1133.8793657845808,6.810945273631841,0.0,1.0
205,82,205Pb,-23770.2,1.1,0.0023290000000000003,123,0.0,3.0,,,3.0,34.76716195915227,1126.456047476534,8.2,0.0,1.0
201,82,201Pb,-25271,14,,119,0.0,7.0,,,7.0,34.3134225418098,1133.8793657845808,6.810945273631841,0.0,1.0
188,82,188Pb,-13028,10,,106,0.0,20.0,,,20.0,32.817480272024206,1159.4345955680044,3.0638297872340425,0.0,0.0
188,82,188Pb,-15101,10,,106,0.0,20.0,,,20.0,32.817480272024206,1159.4345955680044,3.0638297872340425,0.0,0.0
188,82,188Pb,-15234,10,,106,0.0,20.0,,,20.0,32.817480272024206,1159.4345955680044,3.0638297872340425,0.0,0.0
191,82,191Pb,-20291,7,,109,0.0,17.0,,,17.0,33.16568041084109,1153.3321952293536,3.816753926701571,0.0,1.0
205,82,205Pb,-23767.9,1.1,,123,0.0,3.0,,,3.0,34.76716195915227,1126.456047476534,8.2,0.0,1.0
205,82,205Pb,-20574.4,1.3,,123,0.0,3.0,,,3.0,34.76716195915227,1126.456047476534,8.2,0.0,1.0
183,82,183Pb,-7580,29,,101,0.0,19.0,,,19.0,32.232999873805014,1169.8993724689233,1.9726775956284153,0.0,1.0
206,82,206Pb,-19758.2,1.3,0.8030539999999999,124,0.0,2.0,,,2.0,34.880134177302764,1124.630345658471,8.563106796116505,0.0,0.0
195,82,195Pb,-21979,5,0.13452,113,0.0,13.0,,,13.0,33.62712520483358,1145.3916185154087,4.9282051282051285,0.0,1.0
195,82,195Pb,-23535,5,,113,0.0,13.0,,,13.0,33.62712520483358,1145.3916185154087,4.9282051282051285,0.0,1.0
198,82,198Pb,-23245,9,1.0635,116,0.0,10.0,,,10.0,33.97114044720589,1139.577347728998,5.838383838383838,0.0,0.0
198,82,198Pb,-23836,9,,116,0.0,10.0,,,10.0,33.97114044720589,1139.577347728998,5.838383838383838,0.0,0.0
198,82,198Pb,-23926,9,,116,0.0,10.0,,,10.0,33.97114044720589,1139.577347728998,5.838383838383838,0.0,0.0
198,82,198Pb,-26067,9,,116,0.0,10.0,,,10.0,33.97114044720589,1139.577347728998,5.838383838383838,0.0,0.0
186,82,186Pb,-14681,11,0.536,104,0.0,22.0,,,22.0,32.584317547703584,1163.5754685583188,2.6021505376344085,0.0,0.0
194,82,194Pb,-24208,17,0.9307000000000001,112,0.0,14.0,,,14.0,33.51206218930888,1147.3562735123178,4.639175257731959,0.0,0.0
194,82,194Pb,-21580,17,,112,0.0,14.0,,,14.0,33.51206218930888,1147.3562735123178,4.639175257731959,0.0,0.0
181,82,181Pb,-3110,90,,99,0.0,17.0,,,17.0,31.997721191890314,1174.1926196493675,1.5966850828729282,0.0,1.0
197,82,197Pb,-24426,5,0.08488,115,0.0,11.0,,,11.0,33.856663005926926,1141.5023131236887,5.527918781725888,0.0,1.0
194,82,194Pb,-21275,17,,112,0.0,14.0,,,14.0,33.51206218930888,1147.3562735123178,4.639175257731959,0.0,0.0
182,82,182Pb,-6825,12,0.8883,100,0.0,18.0,,,18.0,32.11546826178415,1172.0381329382988,1.7802197802197801,0.0,0.0
205,82,205Pb,-22756.4,1.1,,123,0.0,3.0,,,3.0,34.76716195915227,1126.456047476534,8.2,0.0,1.0
210,82,210Pb,-14728.4,1.4,0.7997000000000001,128,0.0,2.0,,,2.0,35.33020818053945,1117.444013024491,10.076190476190476,0.0,0.0
210,82,210Pb,-13533.8,1.4,,128,0.0,2.0,,,2.0,35.33020818053945,1117.444013024491,10.076190476190476,0.0,0.0
185,82,185Pb,-11541,16,,103,0.0,21.0,,,21.0,32.46742297798574,1165.6682347015208,2.383783783783784,0.0,1.0
211,82,211Pb,-8774,23,0.43889999999999996,129,0.0,3.0,,,3.0,35.44227874406976,1115.6759024555045,10.469194312796208,0.0,1.0
211,82,211Pb,-10493,2.3,,129,0.0,3.0,,,3.0,35.44227874406976,1115.6759024555045,10.469194312796208,0.0,1.0
185,82,185Pb,-11470,50,,103,0.0,21.0,,,21.0,32.46742297798574,1165.6682347015208,2.383783783783784,0.0,1.0
210,82,210Pb,-13453.6,1.4,,128,0.0,2.0,,,2.0,35.33020818053945,1117.444013024491,10.076190476190476,0.0,0.0
207,82,207Pb,-22452,1.1,0.5696982,125,0.0,1.0,,,1.0,34.992923739494074,1122.8164225976798,8.932367149758454,0.0,1.0
207,82,207Pb,-20818.6,1.1,,125,0.0,1.0,,,1.0,34.992923739494074,1122.8164225976798,8.932367149758454,0.0,1.0
197,82,197Pb,-24745,5,,115,0.0,11.0,,,11.0,33.856663005926926,1141.5023131236887,5.527918781725888,0.0,1.0
195,82,195Pb,-23738,5,,113,0.0,13.0,,,13.0,33.62712520483358,1145.3916185154087,4.9282051282051285,0.0,1.0
206,82,206Pb,-23785.5,1.1,,124,0.0,2.0,,,2.0,34.880134177302764,1124.630345658471,8.563106796116505,0.0,0.0
206,82,206Pb,-21585.3,1.1,,124,0.0,2.0,,,2.0,34.880134177302764,1124.630345658471,8.563106796116505,0.0,0.0
212,82,212Pb,-6213.9,2.7,0.8049,130,0.0,4.0,,,4.0,35.55417239989791,1113.9189296232169,10.867924528301886,0.0,0.0
196,82,196Pb,-25348,8,1.0492000000000001,114,0.0,12.0,,,12.0,33.74199169845321,1143.440351332277,5.224489795918367,0.0,0.0
196,82,196Pb,-23550,8,,114,0.0,12.0,,,12.0,33.74199169845321,1143.440351332277,5.224489795918367,0.0,0.0
196,82,196Pb,-22653,8,,114,0.0,12.0,,,12.0,33.74199169845321,1143.440351332277,5.224489795918367,0.0,0.0
199,82,199Pb,-22668,8,,117,0.0,9.0,,,9.0,34.08542532669918,1137.6653016077187,6.155778894472362,0.0,1.0
199,82,199Pb,-24803,8,,117,0.0,9.0,,,9.0,34.08542532669918,1137.6653016077187,6.155778894472362,0.0,1.0
199,82,199Pb,-25232,7,,117,0.0,9.0,,,9.0,34.08542532669918,1137.6653016077187,6.155778894472362,0.0,1.0
193,82,193Pb,-22229,10,,111,0.0,15.0,,,15.0,33.39680130004011,1149.3344779008626,4.357512953367876,0.0,1.0
193,82,193Pb,-22137,7,,111,0.0,15.0,,,15.0,33.39680130004011,1149.3344779008626,4.357512953367876,0.0,1.0
193,82,193Pb,-19522,16,,111,0.0,15.0,,,15.0,33.39680130004011,1149.3344779008626,4.357512953367876,0.0,1.0
212,82,212Pb,-7548.9,1.8,,130,0.0,4.0,,,4.0,35.55417239989791,1113.9189296232169,10.867924528301886,0.0,0.0
179,82,179Pb,2050,80,,97,0.0,15.0,,,15.0,31.7615743032901,1178.5495895109102,1.2569832402234637,0.0,1.0
197,82,197Pb,-22831,5,,115,0.0,11.0,,,11.0,33.856663005926926,1141.5023131236887,5.527918781725888,0.0,1.0
208,82,208Pb,-16853.3,1.1,2.614522,126,0.0,0.0,,,0.0,35.105531821316504,1121.0141459480014,9.307692307692308,0.0,0.0
195,82,195Pb,-20836,5,,113,0.0,13.0,,,13.0,33.62712520483358,1145.3916185154087,4.9282051282051285,0.0,1.0
213,82,213Pb,-1873,7,0.675,131,0.0,5.0,,,5.0,35.665890259784945,1112.1729723262522,11.272300469483568,0.0,1.0
213,82,213Pb,-3204,7,,131,0.0,5.0,,,5.0,35.665890259784945,1112.1729723262522,11.272300469483568,0.0,1.0
184,82,184Pb,-11052,13,0.57,102,0.0,20.0,,,20.0,32.35031759636025,1167.776138451222,2.1739130434782608,0.0,0.0
180,82,180Pb,-1941,12,1.168,98,0.0,16.0,,,16.0,31.879757075478327,1176.3630360851505,1.4222222222222223,0.0,0.0
208,82,208Pb,-21748.5,1.1,,126,0.0,0.0,,,0.0,35.105531821316504,1121.0141459480014,9.307692307692308,0.0,0.0
209,82,209Pb,-17614.6,1.7,0.77889,127,0.0,1.0,,,1.0,35.21795958518306,1119.2233854774447,9.688995215311005,0.0,1.0
210,83,210Bi,-14520.6,1.4,0.046539000000000004,127,1.0,1.0,,,2.0,35.33020818053945,1145.0352232226264,9.219047619047618,1.0,1.0
210,83,210Bi,-14791.9,1.4,,127,1.0,1.0,,,2.0,35.33020818053945,1145.0352232226264,9.219047619047618,1.0,1.0
209,83,209Bi,-18258.6,1.4,0.89628,126,1.0,0.0,,,1.0,35.21795958518306,1146.8585307978756,8.84688995215311,1.0,0.0
223,83,223Bi, 32240.0, 400.0,,140,1.0,14.0,,,15.0,36.77363620550805,1122.337973160035,14.5695067264574,1.0,0.0
222,83,222Bi, 28950.0, 300.0,,139,1.0,13.0,,,14.0,36.66361774464523,1124.0206413065564,14.126126126126126,1.0,1.0
208,83,208Bi,-17299.1,2.3,0.06302,125,1.0,1.0,,,2.0,35.105531821316504,1148.6935075763472,8.48076923076923,1.0,1.0
218,83,218Bi,13216,27,,135,1.0,9.0,,,10.0,36.22188069037562,1130.8537613701676,12.403669724770642,1.0,1.0
221,83,221Bi, 24200.0, 300.0,,138,1.0,12.0,,,13.0,36.553433966164725,1125.7134460349196,13.687782805429864,1.0,0.0
219,83,219Bi, 16320.0, 200.0,,136,1.0,10.0,,,11.0,36.33256645315319,1129.1298962564415,12.826484018264841,1.0,0.0
224,83,224Bi, 37070.0, 400.0,,141,1.0,15.0,,,16.0,36.88349033646757,1120.6653358482067,15.017857142857142,1.0,1.0
211,83,211Bi,-10602,11,0.404866,128,1.0,2.0,,,3.0,35.44227874406976,1143.223455602554,9.597156398104266,1.0,0.0
203,83,203Bi,-20427,13,0.88335,120,1.0,6.0,,,7.0,34.540664785434856,1158.048101131378,6.74384236453202,1.0,0.0
205,83,205Bi,-21066,5,0.79589,122,1.0,4.0,,,5.0,34.76716195915227,1154.2697770438558,7.419512195121952,1.0,0.0
205,83,205Bi,-19569,5,,122,1.0,4.0,,,5.0,34.76716195915227,1154.2697770438558,7.419512195121952,1.0,0.0
205,83,205Bi,-19001,5,,122,1.0,4.0,,,5.0,34.76716195915227,1154.2697770438558,7.419512195121952,1.0,0.0
205,83,205Bi,-18927,5,,122,1.0,4.0,,,5.0,34.76716195915227,1154.2697770438558,7.419512195121952,1.0,0.0
214,83,214Bi,-1201,11,0.053226,131,1.0,5.0,,,6.0,35.77743342332243,1137.8561302763203,10.766355140186915,1.0,1.0
214,83,214Bi,-660,30,,131,1.0,5.0,,,6.0,35.77743342332243,1137.8561302763203,10.766355140186915,1.0,1.0
213,83,213Bi,-3879,22,0.25786000000000003,130,1.0,4.0,,,5.0,35.665890259784945,1139.6340333713447,10.370892018779342,1.0,0.0
215,83,215Bi,1629,6,0.1835,132,1.0,6.0,,,7.0,35.8888029781218,1136.0892700888235,11.167441860465116,1.0,0.0
213,83,213Bi,-5232,5,,130,1.0,4.0,,,5.0,35.665890259784945,1139.6340333713447,10.370892018779342,1.0,0.0
215,83,215Bi,  2996.0,  21.0,,132,1.0,6.0,,,7.0,35.8888029781218,1136.0892700888235,11.167441860465116,1.0,0.0
212,83,212Bi,-6639,30,0.11518300000000001,129,1.0,3.0,,,4.0,35.55417239989791,1141.4231007250246,9.981132075471699,1.0,1.0
212,83,212Bi,-7870,30,,129,1.0,3.0,,,4.0,35.55417239989791,1141.4231007250246,9.981132075471699,1.0,1.0
212,83,212Bi,-8117.9,1.9,,129,1.0,3.0,,,4.0,35.55417239989791,1141.4231007250246,9.981132075471699,1.0,1.0
204,83,204Bi,-17813,9,0.00555,121,1.0,5.0,,,6.0,34.65400589606056,1156.1527653362168,7.078431372549019,1.0,1.0
204,83,204Bi,-19841,9,,121,1.0,5.0,,,6.0,34.65400589606056,1156.1527653362168,7.078431372549019,1.0,1.0
204,83,204Bi,-20646,9,,121,1.0,5.0,,,6.0,34.65400589606056,1156.1527653362168,7.078431372549019,1.0,1.0
206,83,206Bi,-20028,8,0.059897,123,1.0,3.0,,,4.0,34.880134177302764,1152.3989961685566,7.766990291262136,1.0,1.0
206,83,206Bi,-19968,8,,123,1.0,3.0,,,4.0,34.880134177302764,1152.3989961685566,7.766990291262136,1.0,1.0
206,83,206Bi,-18983,8,,123,1.0,3.0,,,4.0,34.880134177302764,1152.3989961685566,7.766990291262136,1.0,1.0
206,83,206Bi,-10795,8,,123,1.0,3.0,,,4.0,34.880134177302764,1152.3989961685566,7.766990291262136,1.0,1.0
206,83,206Bi,-9858,8,,123,1.0,3.0,,,4.0,34.880134177302764,1152.3989961685566,7.766990291262136,1.0,1.0
211,83,211Bi,-11859,5,,128,1.0,2.0,,,3.0,35.44227874406976,1143.223455602554,9.597156398104266,1.0,0.0
216,83,216Bi,5874,11,,133,1.0,7.0,,,8.0,35.99999999999999,1134.3333333333335,11.574074074074074,1.0,1.0
216,83,216Bi,5898,15,,133,1.0,7.0,,,8.0,35.99999999999999,1134.3333333333335,11.574074074074074,1.0,1.0
217,83,217Bi,8730,18,0.744,134,1.0,8.0,,,9.0,36.1110255531613,1132.5882023724232,11.986175115207374,1.0,0.0
217,83,217Bi,10221,27,,134,1.0,8.0,,,9.0,36.1110255531613,1132.5882023724232,11.986175115207374,1.0,0.0
207,83,207Bi,-20054.6,2.4,0.66977,124,1.0,2.0,,,3.0,34.992923739494074,1150.5402848840422,8.120772946859903,1.0,0.0
207,83,207Bi,-17953,2.4,,124,1.0,2.0,,,3.0,34.992923739494074,1150.5402848840422,8.120772946859903,1.0,0.0
203,83,203Bi,-19484,13,,120,1.0,6.0,,,7.0,34.540664785434856,1158.048101131378,6.74384236453202,1.0,0.0
203,83,203Bi,-21525,13,,120,1.0,6.0,,,7.0,34.540664785434856,1158.048101131378,6.74384236453202,1.0,0.0
208,83,208Bi,-18870.2,2.3,,125,1.0,1.0,,,2.0,35.105531821316504,1148.6935075763472,8.48076923076923,1.0,1.0
220,83,220Bi, 20960.0, 300.0,,137,1.0,11.0,,,12.0,36.44308387191581,1127.4164946920869,13.254545454545454,1.0,1.0
185,83,185Bi, -2060.0, 110.0,,102,1.0,20.0,,,21.0,32.46742297798574,1194.450166422546,1.9513513513513514,1.0,0.0
201,83,201Bi,-18648,26,0.84635,118,1.0,8.0,,,9.0,34.3134225418098,1161.8763871619778,6.0945273631840795,1.0,0.0
199,83,199Bi,-18250,25,0.667,116,1.0,10.0,,,11.0,34.08542532669918,1165.7558028819835,5.472361809045226,1.0,0.0
201,83,201Bi,-19456,26,,118,1.0,8.0,,,9.0,34.3134225418098,1161.8763871619778,6.0945273631840795,1.0,0.0
201,83,201Bi,-20583,12,,118,1.0,8.0,,,9.0,34.3134225418098,1161.8763871619778,6.0945273631840795,1.0,0.0
201,83,201Bi,-21429,12,,118,1.0,8.0,,,9.0,34.3134225418098,1161.8763871619778,6.0945273631840795,1.0,0.0
199,83,199Bi,-20798,11,,116,1.0,10.0,,,11.0,34.08542532669918,1165.7558028819835,5.472361809045226,1.0,0.0
187,83,187Bi,-6131,10,0.063,104,1.0,22.0,,,23.0,32.70100281537152,1190.1766051412758,2.358288770053476,1.0,0.0
187,83,187Bi,-6275,12,,104,1.0,22.0,,,23.0,32.70100281537152,1190.1766051412758,2.358288770053476,1.0,0.0
187,83,187Bi,-6383,10,,104,1.0,22.0,,,23.0,32.70100281537152,1190.1766051412758,2.358288770053476,1.0,0.0
193,83,193Bi,-15885,8,0.27844,110,1.0,16.0,,,17.0,33.39680130004011,1177.7131069848344,3.77720207253886,1.0,0.0
193,83,193Bi,-15580,9,,110,1.0,16.0,,,17.0,33.39680130004011,1177.7131069848344,3.77720207253886,1.0,0.0
193,83,193Bi,-15279,8,,110,1.0,16.0,,,17.0,33.39680130004011,1177.7131069848344,3.77720207253886,1.0,0.0
193,83,193Bi,-13535,8,,110,1.0,16.0,,,17.0,33.39680130004011,1177.7131069848344,3.77720207253886,1.0,0.0
193,83,193Bi,-13480,8,,110,1.0,16.0,,,17.0,33.39680130004011,1177.7131069848344,3.77720207253886,1.0,0.0
195,83,195Bi,-15410,5,0.401,112,1.0,14.0,,,15.0,33.62712520483358,1173.6728930466534,4.312820512820513,1.0,0.0
195,83,195Bi,-15645,5,,112,1.0,14.0,,,15.0,33.62712520483358,1173.6728930466534,4.312820512820513,1.0,0.0
195,83,195Bi,-17626,8,,112,1.0,14.0,,,15.0,33.62712520483358,1173.6728930466534,4.312820512820513,1.0,0.0
199,83,199Bi,-20131,11,,116,1.0,10.0,,,11.0,34.08542532669918,1165.7558028819835,5.472361809045226,1.0,0.0
